name,G,GS,MP,FG,FGA,FG%,P2,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB
Buf Zephir,46,,,0.4,0.8,.459,0.3,0.5,.520,,,,,,0.8,0.8,
Timothy Zephyr,79,44,14.4,1.2,3.1,.403,1.2,2.7,.433,0.1,0.4,.179,0.3,0.5,.632,0.8,1.3
Bill Zepplin,24,,,1.0,2.3,.436,0.2,0.4,.556,2.5,1.5,,,0.7,1.4,2.2,
Neven Zeravica,16,0,3.4,0.6,0.8,.833,0.6,0.8,.833,0.0,0.0,,0.1,0.2,.667,0.3,0.6
Chris Zerbe,36,1,2.1,0.5,1.0,.543,0.5,0.9,.545,0.0,0.1,.500,0.3,0.6,.571,0.2,0.5
Paul Zeringue,2,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,
Jeff Zern,99,,10.5,0.8,1.8,.450,,,,,,,0.6,0.9,.636,1.4,0.3
Michael Zernich,71,,,3.9,7.2,.550,4.0,3.7,1.080,7.2,2.9,,,,2.6,11.9,
Bill Zersen,10,,,0.7,2.3,.304,0.5,0.9,.556,2.0,,,,,1.0,1.9,
_ Zerwas,17,9,20.9,0.6,1.5,.400,0.4,0.6,.700,0.9,1.8,0.3,0.0,1.1,1.2,1.6,
Peter Zestermann,15,0,1.5,0.1,0.7,.200,0.1,0.7,.200,0.0,0.0,,0.1,0.3,.250,0.4,0.3
_ Zetz,,,,,,,,,,,,,,,,,
Al Zetzsche,73,,,4.8,10.6,.455,3.9,4.9,.788,6.0,,,,,2.7,13.5,
Phil Zevenbergen,66,39,24.6,3.8,7.6,.501,,,.516,,,.000,2.5,3.5,.721,,
Thomas Zevgaras,21,0,5.8,0.8,1.2,.640,0.8,1.2,.640,0.0,0.0,,0.5,1.0,.500,0.3,0.9
Kevin Zhang,60,35,20.8,2.1,5.6,.377,1.3,3.0,.436,0.8,2.6,.308,0.7,1.0,.733,0.6,1.7
Max Zhang,42,5,8.4,0.9,1.4,.644,0.9,1.4,.644,0.0,0.0,,0.7,1.3,.500,0.8,1.0
Alex Zhao,4,0,1.3,0.0,0.5,.000,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0,,0.3,0.0
Zurabi Zhgenti,17,3,16.5,1.8,4.4,.413,1.4,2.7,.500,0.5,1.7,.276,0.8,1.1,.737,1.1,2.5
Andrew Zidar,100,80,25.4,3.5,7.7,.453,3.0,6.1,.488,0.5,1.6,.325,1.1,1.7,.643,1.5,3.7
George Zidek,104,60,16.9,2.8,5.4,.520,2.8,5.3,.524,0.0,0.1,.250,1.5,2.1,.744,,
Jan Zidek,54,25,20.2,3.3,7.7,.425,1.9,3.6,.528,1.4,4.1,.335,1.4,1.7,.824,0.8,2.2
Malte Ziegenhagen,19,0,8.3,0.6,1.9,.297,0.1,0.2,.500,0.5,1.7,.273,0.1,0.1,.500,0.1,0.3
Jerry Ziegenhorn,16,,,0.8,2.1,.364,0.6,1.0,.563,1.4,,,,,1.0,2.1,
Bob Ziegler,73,,,4.7,9.5,.491,3.3,4.7,.706,4.9,,,,,2.1,12.7,
Don Ziegler,64,,,0.5,1.9,.276,0.7,1.0,.682,1.0,,,,,0.5,1.8,
Don Ziegler,34,,,1.6,5.9,.269,1.3,2.3,.584,3.6,2.4,,,,2.3,4.5,
Fritz Ziegler,61,,10.3,3.0,8.0,.381,1.1,1.6,.670,6.0,0.4,,,,1.3,7.2,
Karl Ziegler,65,31,26.3,3.4,6.8,.499,3.4,6.7,.506,0.0,0.1,.125,2.7,3.5,.752,1.3,2.6
Lonnie Ziegler,13,,,0.5,0.8,.636,0.0,0.2,.000,0.5,,,,,0.5,1.1,
M Ziegler,,,,,,,,,,,,,,,,,
Rick Ziegler,14,0,,0.6,1.8,.360,,,,,,,0.1,0.4,.333,0.8,0.4
Ron Ziegler,35,,,2.2,5.9,.380,1.3,1.9,.657,5.7,,,,,2.4,5.7,
Todd Ziegler,67,4,5.6,0.7,1.3,.511,,,.509,,,.400,0.4,0.7,.500,,
Travis Ziegler,17,0,2.2,0.2,0.8,.308,0.2,0.4,.667,0.0,0.4,.000,0.3,0.6,.500,,
Matt Zielenbach,14,0,2.0,0.1,0.6,.222,0.1,0.4,.400,0.0,0.3,.000,0.0,0.1,.000,,
Frank Zielinski,28,4,20.1,1.6,3.9,.418,1.5,3.5,.434,0.1,0.4,.273,1.7,2.2,.770,,
Jerry Zielinski,73,,,8.0,16.7,.480,3.2,3.6,.881,7.0,,,,,2.3,19.2,
Maciej Zielinski,70,2,9.1,0.9,2.3,.398,0.6,1.2,.464,0.4,1.1,.325,0.5,0.7,.720,,
Russ Ziemba,18,,2.8,0.2,0.5,.444,,,,,,,0.3,0.3,1.000,0.9,0.1
Steve Ziemian,62,10,14.0,1.2,2.9,.418,0.9,1.8,.514,0.3,1.1,.265,1.1,1.5,.758,,
Chris Zier,33,,,0.9,1.8,.517,0.5,1.0,.563,3.1,,,,,2.2,2.4,
Isaiah Zierden,114,42,22.3,2.0,5.0,.402,0.5,1.1,.453,1.5,3.9,.388,1.2,1.4,.870,0.1,1.9
Larry Zigerelli,76,,34.1,2.3,5.1,.454,1.8,2.7,.683,1.7,5.6,,,,2.8,6.5,
Matt Zignorski,109,23,11.9,0.8,2.3,.356,0.4,1.0,.416,0.4,1.3,.307,0.3,0.5,.720,0.1,0.7
Tim Ziko,26,,,0.8,2.3,.339,0.5,0.9,.565,3.4,0.8,0.5,0.2,1.1,2.2,2.0,
Chris Zikos,31,1,,0.1,0.4,.273,,,,,,,0.6,0.9,.667,0.5,0.5
Giacomo Zilli,83,33,9.7,1.3,2.5,.529,1.3,2.5,.529,0.0,0.0,,1.0,1.4,.693,1.0,1.3
Jim Zilli,2,,,0.0,0.0,,0.0,0.0,,0.5,0.0,,,,0.5,0.0,
Greg Zilverberg,10,2,2.0,0.7,1.3,.538,0.2,0.5,.400,0.5,0.0,,,,0.8,1.6,
Stanley Zima,51,,,2.5,2.9,.840,1.1,1.1,1.056,2.3,,,,,0.5,6.1,
Andrew Zimbro,7,0,1.7,0.1,0.4,.333,0.1,0.3,.500,0.0,0.1,.000,0.3,0.3,1.000,0.0,0.4
Ken Zimko,5,,,0.2,1.4,.143,0.0,0.2,.000,0.4,,,,,0.6,0.4,
Bill Zimmer,9,,,0.4,1.8,.250,0.9,1.3,.667,0.7,,,,,,1.8,
Jason Zimmer,2,2,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,
Adam Zimmerman,36,1,1.9,0.2,0.5,.333,0.1,0.3,.444,0.1,0.3,.222,0.0,0.0,.000,0.1,0.2
Arnie Zimmerman,11,,,2.2,6.5,.333,1.8,2.7,.667,1.7,,,,,2.4,6.2,
Ben Zimmerman,11,0,,0.5,1.7,.316,0.3,0.5,.500,0.5,0.2,,,,0.6,1.4,
Chris Zimmerman,25,25,,0.3,1.0,.280,0.2,0.7,.294,0.1,0.3,.250,0.4,0.5,.917,,
Dave Zimmerman,6,0,,0.0,2.2,.000,0.3,0.5,.667,1.5,,,,,1.0,0.3,
Derrick Zimmerman,127,71,26.0,2.5,5.2,.477,2.2,4.1,.533,0.3,1.1,.268,1.6,2.6,.600,,
Dick Zimmerman,26,,,0.2,0.9,.174,0.2,0.2,.667,,,,,,0.3,0.5,
Don Zimmerman,,,,,,.154,,,.583,,,,,,,,
Fred Zimmerman,21,,,1.0,3.8,.278,1.0,1.5,.656,1.5,,,,,1.0,3.1,
Gerald Zimmerman,56,,27.2,4.9,12.4,.397,2.9,6.6,.440,2.0,5.8,.349,2.2,3.1,.701,,
Jack Zimmerman,111,,35.5,5.9,12.0,.486,1.6,2.1,.795,3.2,4.7,1.1,0.2,2.3,1.8,13.4,
Jack Zimmerman,43,,,0.7,1.6,.412,0.5,0.8,.600,,,,,,1.1,1.8,
James Zimmerman,66,61,30.0,3.4,8.8,.391,2.1,4.8,.448,1.3,4.0,.323,1.3,1.9,.707,,
Jason Zimmerman,115,,,3.6,8.4,.430,2.0,4.4,.459,1.6,4.0,.397,2.1,2.6,.815,,
Jim Zimmerman,36,,,0.5,1.3,.375,0.1,0.1,.600,0.5,0.3,,,,0.2,1.1,
Joe Zimmerman,16,,,0.5,1.3,.400,0.3,0.5,.625,0.6,,,,,0.6,1.3,
Pete Zimmerman,28,,8.5,0.3,1.1,.300,0.3,0.7,.474,0.5,1.1,,,,0.8,1.0,
Rodney Zimmerman,112,18,12.0,1.2,2.0,.590,1.2,2.0,.590,0.0,0.0,,0.5,0.9,.505,,
Scott Zimmerman,20,,,0.8,1.5,.517,0.7,1.2,.583,0.1,0.3,.200,0.3,0.5,.667,,
Stephen Zimmerman Jr.,26,24,26.2,3.9,8.2,.477,3.7,7.6,.492,0.2,0.7,.294,2.4,3.9,.624,2.2,6.6
Thurman Zimmerman,116,109,31.3,5.1,10.2,.496,4.5,8.3,.541,0.6,1.9,.299,4.6,6.1,.752,2.3,5.5
Todd Zimmerman,48,6,11.2,1.1,2.4,.461,0.8,1.5,.493,0.4,0.9,.405,0.9,1.5,.625,,
Todd Zimmerman,3,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.3,1.0,.333,,
Andrew Zimmermann,103,47,14.2,1.4,3.2,.445,1.3,2.7,.486,0.1,0.4,.196,0.6,1.1,.577,0.9,1.6
Frank Zimmovan,64,,,2.3,7.0,.332,1.3,2.5,.513,5.7,,,,,3.0,5.9,
Alex Zimnickas,113,57,14.3,1.5,3.3,.451,1.3,2.6,.503,0.1,0.6,.229,0.8,1.3,.605,0.8,1.2
Greg Zimny,16,0,4.3,0.2,0.5,.375,0.2,0.4,.500,0.0,0.1,.000,0.1,0.3,.500,0.1,0.3
Bogdan Zimonjic,9,0,6.4,1.0,2.2,.450,0.6,1.2,.455,0.4,1.0,.444,0.4,0.7,.667,0.3,0.6
Scott Zimos,12,0,2.4,0.1,0.9,.091,0.1,0.9,.091,0.0,0.0,,0.2,0.3,.667,,
Ted Zimowicz,9,,,0.2,0.7,.333,0.4,0.7,.667,0.3,,,,,0.7,0.9,
David Zingg,72,5,10.5,0.7,1.7,.387,,,.375,,,.667,0.3,0.5,.694,,
John Zinirich,2,0,1.5,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,0.0,0.0,,,
Dave Zink,45,,,0.9,2.1,.447,0.6,1.0,.609,3.1,,,,,1.2,2.5,
Nevin Zink,93,85,22.1,2.7,4.5,.595,2.7,4.5,.597,0.0,0.0,.000,1.9,2.9,.648,1.7,2.8
Gary Zinkgraf,38,2,5.6,0.5,1.1,.450,,,,,,,0.5,1.1,.439,1.4,0.1
Chuck Zinky,13,,,2.9,8.0,.365,1.1,1.4,.778,5.0,0.4,,,,2.6,6.9,
Jim Zinn,65,,,3.3,9.6,.344,2.6,3.8,.680,12.7,,,,,3.2,9.2,
Rob Zinn,56,,,4.4,10.0,.437,3.9,8.1,.478,3.2,8.3,.390,1.8,2.4,.774,,
Terry Zinn,19,,,0.3,0.7,.462,0.3,0.6,.500,0.0,0.1,.000,0.2,0.3,.500,,
Walt Zinn,5,,,0.0,0.0,,0.6,0.8,.750,0.2,,,,,0.2,0.6,
Paul Zinser,21,,,0.7,1.9,.350,0.8,1.6,.500,1.1,,,,,5.8,2.1,
Bill Zinsky,24,,,3.5,9.3,.383,2.5,3.8,.656,8.0,,,,,2.9,9.5,
Jim Zinsky,41,,,1.9,4.7,.401,1.1,1.5,.770,2.2,,,,,0.6,4.9,
Mark Ziolko,24,,,0.1,0.6,.200,0.2,0.4,.500,1.3,0.0,,,,0.6,0.5,
John Zipp,70,,6.0,0.3,0.8,.421,0.3,0.4,.808,1.3,0.2,0.4,,,0.7,1.0,
Marty Zippel,29,,,4.3,10.6,.404,3.2,4.3,.752,,,,,,3.2,11.8,
_ Zippel,20,,,4.4,12.0,.364,4.0,5.7,.699,,,,,,3.7,12.7,
Jon Ziri,113,50,17.9,1.8,4.9,.355,1.2,3.0,.401,0.6,2.0,.287,0.8,1.6,.542,1.1,2.6
Morton Zisk,9,,,0.0,0.2,.000,0.2,0.2,1.000,0.4,,,,,0.3,0.2,
Alexander Ziskunov,52,15,13.6,0.9,2.0,.433,0.9,2.0,.437,0.0,0.0,.000,0.6,1.5,.423,,
Matt Zitani,42,5,5.4,0.5,1.2,.420,0.3,0.7,.467,0.2,0.5,.350,0.1,0.1,.600,0.4,0.4
Fred Zitar,50,,,6.0,11.2,.537,3.7,5.4,.690,11.8,,,,,3.5,15.7,
Lou Ziter,8,,,1.8,3.8,.467,0.8,1.1,.667,2.6,0.1,,,1.1,0.9,4.3,
Bill Zito,4,,,0.3,2.8,.091,0.3,0.8,.333,2.5,,,,,1.0,0.8,
John Zito,100,71,26.5,3.7,8.5,.439,3.5,7.5,.468,0.2,1.0,.231,2.1,4.2,.498,2.0,2.9
Ales Zivanovic,40,5,13.5,1.0,2.1,.464,1.0,2.1,.476,0.0,0.1,.000,0.6,0.8,.697,,
Lazar Zivanovic,23,6,8.6,0.8,1.7,.462,0.7,1.2,.571,0.1,0.5,.182,0.3,0.6,.429,0.0,0.5
Milos Zivanovic,57,1,4.6,0.2,0.7,.350,0.2,0.7,.342,0.0,0.0,.500,0.2,0.4,.435,0.4,0.6
Mitar Zivanovic,12,1,5.3,0.2,0.5,.333,0.2,0.5,.333,0.0,0.0,,0.0,0.2,.000,0.5,0.3
Luka Zivkovic,28,0,5.6,0.5,1.6,.283,0.1,0.4,.400,0.3,1.3,.250,0.1,0.2,.667,0.2,0.5
Chris Zivney,56,7,14.7,1.2,3.2,.363,0.3,0.9,.353,0.8,2.3,.367,0.8,1.1,.738,,
Tyler Zivney,13,0,4.4,0.7,1.5,.450,0.2,0.6,.375,0.5,0.9,.500,0.2,0.2,1.000,0.1,0.5
Lubo Zizakovic,1,0,8.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,1.0,4.0,.250,,
Nikola Zizic,34,0,9.9,1.6,2.6,.602,1.6,2.6,.602,0.0,0.0,,0.4,0.8,.500,1.1,1.7
Jay Ziznewski,30,,,1.3,2.6,.494,0.6,1.6,.383,3.4,,,,,1.3,3.1,
Steve Zlko,54,,,1.4,3.1,.441,1.0,1.4,.697,0.8,0.7,,,,0.8,3.8,
Drazen Zlovaric,107,62,17.9,2.6,5.3,.500,2.6,5.1,.516,0.0,0.2,.095,0.6,1.1,.542,1.2,2.4
Aaron Zobrist,112,39,23.4,3.0,7.2,.421,0.9,2.3,.414,2.1,4.9,.424,1.4,1.7,.842,,
John Zoccali,30,0,11.3,1.0,2.9,.330,1.0,2.9,.330,0.0,0.0,,0.8,1.2,.657,,
Alex Zock,1,1,,4.0,9.0,.444,3.0,6.0,.500,1.0,3.0,.333,0.0,0.0,,,
Roger Zoeller,67,,,2.5,6.1,.405,1.8,2.7,.667,2.8,,,,,1.8,6.8,
Kirsten Zoellner,75,59,20.5,2.3,4.7,.483,2.3,4.7,.483,0.0,0.0,,1.3,2.6,.505,1.6,2.5
Jim Zoet,63,,20.6,1.4,2.9,.476,0.4,1.0,.429,4.3,0.5,,,,2.3,3.2,
Mark Zoller,115,94,25.8,4.8,9.1,.530,4.1,7.2,.575,0.7,1.9,.359,2.1,2.9,.719,2.1,4.5
Klaas Zollner,51,6,,0.3,0.8,.326,0.3,0.8,.333,0.0,0.0,.000,0.4,0.6,.636,0.4,1.1
Vinny Zollo,98,43,16.5,1.6,4.4,.363,1.0,2.3,.425,0.6,2.1,.295,0.7,1.0,.704,1.3,2.4
Charles Zolot,53,,,4.1,8.1,.501,1.7,2.6,.667,8.8,,,,,2.7,9.9,
Chick Zomlefer,,,,,,,,,.583,,,,,,,,
Matt Zona,18,1,4.7,0.3,1.2,.286,0.3,1.0,.333,0.0,0.2,.000,0.2,0.4,.571,0.6,0.7
Mike Zona,39,9,5.8,0.7,1.5,.491,,,,,,,0.4,0.7,.615,1.5,0.3
Kenrick Zondervan,111,90,17.9,1.8,3.5,.505,1.8,3.5,.506,0.0,0.0,.000,0.9,1.4,.625,1.3,1.9
Sean Zone,44,28,18.2,2.3,6.0,.388,1.9,4.3,.445,0.4,1.6,.236,1.0,1.7,.603,,
Bill Zopf,75,,,5.2,11.8,.436,3.0,3.8,.784,4.7,,,,,2.2,13.3,
Noah Zoppi,2,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0
Paul Zorad,20,0,3.8,0.1,0.5,.200,0.1,0.5,.200,0.0,0.0,,0.1,0.2,.500,,
Bob Zoretich,50,,,5.1,11.2,.451,3.2,5.5,.578,7.8,,,,,3.3,13.3,
Danijel Zoric,48,22,19.5,2.1,4.9,.440,2.1,4.9,.442,0.0,0.0,.000,1.7,2.4,.698,1.1,2.4
Kristers Zoriks,23,1,11.8,1.2,2.4,.500,0.5,1.1,.423,0.7,1.3,.567,0.6,0.8,.722,0.0,1.0
Bill Zorn,33,,,0.3,1.2,.263,0.8,1.3,.591,,,,,,1.0,1.4,
Tyler Zornes,13,0,6.4,0.8,2.5,.313,0.1,0.3,.250,0.7,2.2,.321,0.2,0.2,1.000,0.2,0.4
Dave Zornow,60,,,3.7,10.9,.335,3.4,5.2,.650,10.7,3.5,,,,3.7,10.7,
Paul Zorsky,12,,,0.3,1.2,.214,0.0,0.3,.000,0.8,0.4,,,,0.6,0.5,
Ezra Zoschke,7,0,1.6,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0,,0.1,0.3,.500,0.3,0.3
Brian Zoubek,133,37,12.6,1.7,2.8,.594,1.7,2.8,.594,0.0,0.0,,0.8,1.4,.609,2.1,2.4
Nisre Zouzoua,114,55,25.7,3.9,9.8,.403,2.1,4.8,.441,1.8,5.0,.365,2.2,2.7,.795,0.6,2.3
Adrian Zuber,5,,,0.0,0.4,.000,0.0,0.0,,0.0,,,,,0.0,0.0,
Dallas Zuber,19,,,3.4,8.9,.385,3.0,4.4,.679,,,,,,2.6,9.8,
_ Zuber,24,,,4.6,,,4.2,6.0,.699,,,,,,1.7,13.4,
Aitor Zubizarreta,32,1,5.3,0.2,0.7,.333,0.2,0.3,.600,0.0,0.3,.091,0.2,0.2,.714,0.1,0.4
Mark Zubor,70,,,5.0,11.1,.446,2.9,4.2,.702,7.4,,,,,2.4,12.9,
_ Zucco,6,,,0.2,,,0.3,,,,,,,,,0.7,
Henry Zuchowski,17,,,2.3,6.3,.364,0.8,1.3,.591,3.4,,,,,1.5,5.4,
Ed Zucker,89,27,21.2,2.3,4.7,.498,,,.540,,,.000,2.3,3.5,.650,,
Herbert Zuckerman,5,,,1.0,,,1.0,,,,,,,,,3.0,
Maros Zuffa,11,0,8.3,0.4,1.9,.190,0.0,0.4,.000,0.4,1.5,.235,0.2,0.4,.500,0.4,0.8
Cale Zuiker,14,0,3.2,0.4,0.9,.385,0.0,0.1,.000,0.4,0.8,.455,0.0,0.0,,0.0,0.1
Jake Zuilhof,77,57,22.5,2.3,4.4,.536,2.3,4.4,.536,0.0,0.0,,1.6,2.6,.593,1.9,3.3
Vladimir Zujovic,34,25,,1.0,3.1,.330,0.8,1.8,.452,0.2,1.3,.159,1.0,1.4,.702,0.0,0.6
Jay Zulauf,60,0,10.0,1.2,2.5,.466,1.0,2.0,.487,0.2,0.5,.387,1.0,1.4,.738,,
Jon Zulauf,99,4,10.0,1.0,2.4,.438,1.0,2.3,.448,0.0,0.1,.000,0.3,0.7,.508,,
Dick Zulch,1,,,0.0,1.0,.000,0.0,0.0,,,,,,,0.0,0.0,
Gordie Zullges,13,,,1.5,3.0,.487,0.5,0.6,.750,2.0,,,,,1.2,3.4,
Jimmy Zullo,4,,,0.0,1.0,.000,0.3,0.5,.500,0.8,,,,,0.8,0.3,
Arthur Zulu,45,3,5.9,0.6,1.1,.500,0.6,1.1,.500,0.0,0.0,,0.1,0.2,.500,0.4,0.7
Don Zumbro,52,,,1.8,5.2,.351,1.0,1.9,.510,2.9,,,,,1.3,4.6,
George Zumbro,77,,,3.9,9.0,.437,2.1,2.6,.800,5.7,,,,,2.9,9.9,
Chip Zumer,13,4,15.2,1.0,2.7,.371,,,,,,,1.0,1.4,.722,2.9,0.2
Neal Zumwalt,45,2,8.8,0.8,2.0,.385,0.2,0.4,.412,0.6,1.6,.378,0.2,0.2,.889,0.3,0.7
Kyle Zunic,113,58,19.7,2.2,5.5,.399,1.0,2.1,.504,1.1,3.4,.335,1.0,1.5,.705,0.7,2.2
Carlos Zuniga,89,18,27.4,4.4,9.1,.481,2.1,3.2,.668,5.9,1.4,,,,3.3,10.9,
Dave Zupan,6,,,0.2,1.0,.167,,,,0.2,,,,,0.3,0.3,
Zeljko Zupic,59,43,23.3,2.6,6.4,.408,1.7,3.4,.498,0.9,2.9,.302,1.5,2.3,.662,2.2,3.9
Johnny Zuppardo,55,1,9.6,0.9,2.1,.424,0.6,1.2,.471,0.3,0.9,.360,0.2,0.3,.688,0.4,1.3
Joe Zuravleff,,,,,,.271,,,.815,,,,,,,,
Phil Zuravleff,49,,,3.7,5.1,.731,1.8,3.2,.547,,,,,,3.1,9.2,
Philip Zuravleff,23,,,3.2,10.7,.302,1.9,3.5,.531,,,,,,2.7,8.3,
Chris Zurcher,37,0,5.1,0.2,0.6,.409,0.1,0.3,.500,0.1,0.3,.333,0.1,0.1,1.000,0.0,0.2
Kim Zurcher,55,36,21.3,2.8,6.6,.427,1.8,3.9,.452,1.0,2.7,.390,1.1,1.3,.875,,
Drew Zurek,113,0,19.8,2.6,5.8,.451,2.0,3.9,.517,0.6,1.9,.315,1.1,1.5,.738,,
George Zurenda,19,,,1.3,2.5,.532,2.0,3.2,.633,3.3,,,,,2.9,4.6,
Stephen Zurich,21,0,3.0,0.0,0.1,.000,0.0,0.1,.000,0.0,0.0,.000,0.0,0.2,.250,0.1,0.2
Darren Zusack,7,0,1.0,0.1,0.6,.250,0.1,0.6,.250,0.0,0.0,,0.1,0.3,.500,0.3,-0.1
Xabi Zusperreguy,9,9,4.0,0.2,0.3,.667,0.2,0.3,.667,0.0,0.0,,0.0,0.0,,,
Stanislav Zuzak,119,71,23.5,2.7,6.2,.438,1.8,3.9,.470,0.9,2.4,.387,1.5,2.4,.650,0.9,2.5
Al Zvinakis,,,,,,,,,,,,,,,,,
Al Zvoda,1,,,1.0,1.0,1.000,0.0,1.0,.000,,,,,,0.0,2.0,
Brian Zvonecek,30,0,1.0,0.2,0.5,.429,0.2,0.5,.429,0.0,0.0,,0.5,0.9,.577,,
John Zwakman,2,,,0.0,0.0,,2.0,2.0,1.000,0.5,,,,,0.0,2.0,
Mark Zwart,116,27,17.3,1.7,3.6,.475,,,,,,,0.9,1.4,.630,3.8,0.8
Clint Zwayer,6,0,2.8,0.7,1.5,.444,0.2,0.3,.500,0.5,1.2,.429,0.0,0.0,,0.3,0.2
Eric Zwayer,114,40,17.9,2.3,4.5,.515,2.3,4.4,.519,0.0,0.1,.167,1.4,2.0,.691,,
Walter Zwick,21,,,0.8,1.6,.471,0.7,1.7,.400,1.7,,,,,,2.2,
Serge Zwikker,120,66,20.2,3.0,6.1,.501,3.0,6.0,.502,0.0,0.0,.333,0.9,1.2,.696,,
Joe Zych,23,,,1.0,3.0,.343,0.4,0.9,.500,2.1,,,,,1.5,2.5,
Lou Zykiewicz,9,,,0.9,2.7,.333,1.3,1.8,.750,,,,,,,3.1,
Jack Zyla,65,,,3.1,7.7,.400,0.8,1.2,.630,2.0,,,,,1.7,7.0,
Michal Zylinski,2,0,3.5,0.5,1.5,.333,0.0,1.0,.000,0.5,0.5,1.000,0.0,0.0,,0.5,0.0
Brock Zylstra,119,61,17.6,1.8,4.1,.429,0.9,1.7,.538,0.9,2.4,.354,0.7,1.1,.674,0.5,2.3
Gene Zyzda,52,,,0.5,1.5,.313,0.4,0.9,.417,1.6,,,,,1.0,1.3,
